movie_id,movie_title,numb_of_critics,duration,genres,num_voted_users,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,gross,title_year,imdb_score,aspect_ratio,movie_facebook_likes,director_id,actor_1_id,actor_2_id,actor_3_id
4804,Home Movies            ,11,22,Animation|Comedy|Drama,7458,coach|friend|school|series|tv series,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,82,English,USA,TV-PG,,,,8.2,1.33,526,,1965,,
4825,It Happened One Night,124,65,Comedy|Romance,64888,bus|detective|love|money|reporter,http://www.imdb.com/title/tt0025316/?ref_=fn_tt_tt_1,235,English,USA,Unrated,325000,,1934,8.2,1.37,0,1788,1980,,
3971,Gone with the Wind,157,226,Drama|History|Romance|War,215340,battle of the sexes|gallantry|honesty|indifference|scandal,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1,706,English,USA,G,3977000,198655278,1939,8.2,1.37,16000,1742,1534,,
4405,Mr. Smith Goes to Washington,96,120,Comedy|Drama,77392,camp|corruption|governor|senate|u.s. senate,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,245,English,USA,Not Rated,1500000,,1939,8.2,1.37,0,1788,1034,,
4475,Rebecca,144,130,Drama|Film-Noir|Mystery|Thriller,87424,death|estate|housekeeper|love|monte carlo,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,276,English,USA,Not Rated,1288000,,1940,8.2,1.37,0,932,446,,
4639,On the Waterfront,134,108,Crime|Drama|Romance,100890,death|dock|longshoreman|murder|union,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,281,English,USA,Not Rated,910000,9600000,1954,8.2,1.85,0,1905,374,,
4067,The Bridge on the River Kwai,122,161,Adventure|Drama|War,149444,allies|bridge|construction|jungle|sabotage,http://www.imdb.com/title/tt0050212/?ref_=fn_tt_tt_1,273,English,UK,PG,3000000,27200000,1957,8.2,2.35,0,768,1388,,
4810,Cries & Whispers,76,91,Drama,19964,dying|love|mansion|selfishness|turn of the century,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,197,Swedish,Sweden,R,400000,,1972,8.2,1.66,0,2246,1969,,
5002,The Last Waltz,71,117,Documentary|Music,12611,band|final concert|guitar|interview|thanksgiving,http://www.imdb.com/title/tt0077838/?ref_=fn_tt_tt_1,113,English,USA,PG,,321952,1978,8.2,1.85,0,49,2095,,
2630,The Deer Hunter,140,183,Drama|War,232577,escape|friend|party|pittsburgh steelers|vietnam,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,1026,English,UK,R,15000000,,1978,8.2,2.35,11000,523,159,,
3714,The Elephant Man,117,124,Biography|Drama,161972,curiosity|exploitation|freak|hospital|physical deformity,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,356,English,USA,PG,5000000,,1980,8.2,2.35,9000,507,83,,
1778,Blade Runner,302,117,Sci-Fi|Thriller,461609,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,1168,English,USA,R,28000000,27000000,1982,8.2,2.35,34000,19,43,,
1360,The Thing,297,109,Horror|Mystery|Sci-Fi,258078,alien creature|alien life form|antarctica|isolation|paranoia,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,911,English,USA,R,15000000,13782838,1982,8.2,2.35,23000,469,561,,
1755,Die Hard,233,131,Action|Thriller,592582,christmas|christmas eve|christmas party|held at gunpoint|hostage,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,722,English,USA,R,28000000,81350242,1988,8.2,2.35,25000,131,10,,
921,Casino,133,178,Biography|Crime|Drama,333542,car bomb|card cheat|cash|casino|gambling syndicate,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,533,English,USA,R,52000000,42438300,1995,8.2,2.35,11000,49,159,,
4051,Trainspotting,134,94,Drama,469561,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,514,English,UK,R,3500000,16501785,1996,8.2,1.85,21000,464,45,,
2704,The Big Lebowski,249,117,Comedy|Crime,537419,death|drug|nihilism|rug|white russian,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,1028,English,USA,R,15000000,17439163,1998,8.2,1.85,35000,375,94,,
4459,"Lock, Stock and Two Smoking Barrels",116,120,Comedy|Crime,414976,antique|cockney accent|hatchet|money|shotgun,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,523,English,UK,R,960000,3650677,1998,8.2,1.85,21000,129,36,,
509,A Beautiful Mind,205,135,Biography|Drama,610568,conspiracy|cryptography|mathematician|mental illness|nobel prize,http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1,1171,English,USA,PG-13,58000000,170708996,2001,8.2,1.85,29000,85,244,,
339,Finding Nemo,301,100,Adventure|Animation|Comedy|Family,692482,great barrier reef|protective father|separation from family|shark|short term memory loss,http://www.imdb.com/title/tt0266543/?ref_=fn_tt_tt_1,866,English,USA,G,94000000,380838870,2003,8.2,1.85,11000,6,180,,
2048,Howl's Moving Castle,212,119,Adventure|Animation|Family|Fantasy,214091,anime|castle|demon|steampunk|witch,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,330,Japanese,Japan,PG,24000000,4710455,2004,8.2,1.85,13000,657,35,,
961,V for Vendetta,525,132,Action|Drama|Thriller,791783,dystopia|freedom|government|revolution|terrorist,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,2042,English,USA,R,54000000,70496802,2005,8.2,2.35,48000,446,132,,
4161,Lage Raho Munna Bhai,15,144,Comedy|Drama|Romance,27569,love|professor of history|radio|satyagraha|unscrupulous builder,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1,106,Hindi,India,PG-13,120000000,,2006,8.2,2.35,349,1842,1497,,
2552,Pan's Labyrinth,406,112,Drama|Fantasy|War,467234,fairy|fairy tale|faun|princess|spain,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,1083,Spanish,Spain,R,13500000,37623143,2006,8.2,1.85,27000,38,1006,,
2251,Into the Wild,274,148,Adventure|Biography|Drama,426359,alaska|based on true story|male nudity|self discovery|wilderness,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,760,English,USA,R,15000000,18352454,2007,8.2,2.35,76000,512,225,,
1870,Gran Torino,366,116,Drama,561773,gang|gang rape|hmong|teenager|widower,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,871,English,USA,R,33000000,148085755,2008,8.2,2.35,28000,326,304,,
4001,The Secret in Their Eyes,262,129,Drama|Mystery|Thriller,131831,investigation|justice|murder|suspect|tension,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,231,Spanish,Argentina,R,2000000,20167424,2009,8.2,2.35,33000,890,1550,,
3551,Incendies,226,139,Drama|Mystery|War,80429,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,156,French,Canada,R,6800000,6857096,2010,8.2,1.85,37000,496,1361,,
94,How to Train Your Dragon,288,98,Adventure|Animation|Family|Fantasy,485430,dragon|island|training|viking|village,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492,English,USA,PG,165000000,217387997,2010,8.2,2.35,33000,65,70,83,87
1979,Warrior,317,140,Drama|Sport,332276,alcoholic|mixed martial arts|return home|tournament|underdog,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,514,English,USA,PG-13,25000000,13651662,2011,8.2,2.35,77000,730,4,,
4586,The Act of Killing,248,96,Biography|Crime|Documentary|History,23836,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107,Indonesian,UK,Not Rated,1000000,484221,2012,8.2,1.85,20000,2097,1829,,
309,The Wolf of Wall Street,606,240,Biography|Comedy|Crime|Drama,780588,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,1138,English,USA,R,100000000,116866727,2013,8.2,2.35,138000,49,21,,
4946,The Brain That Sings,,62,Documentary|Family,18,autism|middle east|music therapy|united arab emirates,http://www.imdb.com/title/tt2638024/?ref_=fn_tt_tt_1,,Arabic,United Arab Emirates,,125000,,2013,8.2,,54,2335,,,
4788,Rise of the Entrepreneur: The Search for a Better Way,,52,Documentary,78,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10,English,USA,G,450000,,2014,8.2,,460,2235,1955,,
4445,Growing Up Smith,,102,Comedy|Drama|Family,108,adolescence|girl next door|growing vegetables|high standards|sent away,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,1,English,USA,PG-13,2000000,,2015,8.2,1.85,232,2013,1764,,
28,Captain America: Civil War,516,147,Action|Adventure|Sci-Fi,272670,based on comic book|knife|marvel cinematic universe|returning character killed off|superhero,http://www.imdb.com/title/tt3498820/?ref_=fn_tt_tt_1,1022,English,USA,PG-13,250000000,407197282,2016,8.2,2.35,72000,21,22,25,24
205,Godzilla Resurgence,1,120,Action|Adventure|Drama|Horror|Sci-Fi,374,blood|godzilla|monster|sequel,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13,Japanese,Japan,,,,2016,8.2,2.35,0,68,74,88,91
99,Godzilla Resurgence,1,120,Action|Adventure|Drama|Horror|Sci-Fi,374,blood|godzilla|monster|sequel,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13,Japanese,Japan,,,,2016,8.2,2.35,0,68,74,88,91
989,On Deadly Ground,47,101,Action|Adventure|Thriller,17997,environmental|murder|oil|oil spill|tribe,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1,140,English,USA,R,50000000,38590500,1994,4.4,2.35,812,463,421,,
1277,The Island of Dr. Moreau,70,99,Horror|Sci-Fi|Thriller,26051,animal experimentation|chimera|island|jungle|mutant,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,164,English,USA,PG-13,40000000,27663982,1996,4.4,2.35,0,407,374,,
4091,Whipped,48,82,Comedy|Romance,3665,dating|diner|masturbation|urination|washington square manhattan new york city,http://www.imdb.com/title/tt0174336/?ref_=fn_tt_tt_1,81,English,USA,R,3000000,4142507,2000,4.4,1.85,131,1802,1589,,
2798,Jason X,205,85,Action|Horror|Sci-Fi|Thriller,38985,jason voorhees|lake|machete|scientist|slasher,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,673,English,USA,R,11000000,12610731,2001,4.4,1.85,0,1177,1086,,
282,Town & Country,62,104,Comedy|Romance,4102,anniversary|architect|cellist|friend|hardware store,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1,89,English,New Line,R,90000000,6712451,2001,4.4,1.85,53,163,153,,
744,Kangaroo Jack,73,89,Action|Adventure|Comedy|Crime,23476,australia|body paint|kangaroo|mob|money,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,181,English,USA,PG,60000000,66734992,2003,4.4,2.35,858,354,335,,
2586,Soul Plane,75,92,Comedy,18271,airline|airplane|bathroom|sex|toilet,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,150,English,USA,R,16000000,13922211,2004,4.4,1.85,0,1075,560,,
748,The Shaggy Dog,76,98,Comedy|Family|Fantasy,14888,animal as human|dog movie|elevator|human becoming an animal|sheepdog,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,83,English,USA,PG,50000000,61112916,2006,4.4,2.35,747,355,22,,
1684,Ultraviolet,158,94,Action|Horror|Sci-Fi|Thriller,70341,boy|disease|hemophagia|speed|vampire,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,830,English,USA,PG-13,30000000,18500966,2006,4.4,1.85,0,723,175,,
1317,Delgo,41,94,Adventure|Animation|Comedy|Fantasy|Romance,2458,box office flop|computer animation|one word title|surrealism|villainess,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26,English,USA,PG,40000000,511920,2008,4.4,1.85,211,584,377,,
3141,Skyline,221,97,Action|Sci-Fi|Thriller,76199,apartment|blue light|drawing|group of friends|light,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,944,English,USA,PG-13,10000000,21371425,2010,4.4,2.35,13000,558,1209,,
2177,Why Did I Get Married Too?,40,121,Comedy|Drama|Romance,7664,question mark in title|returning character killed off|sequel|six word title|writer director,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68,English,USA,PG-13,20000000,60072596,2010,4.4,1.85,0,796,506,,
393,The Nutcracker in 3D,47,110,Action|Family|Fantasy|Musical,2508,box office flop|christmas|christmas eve|critically bashed|toy comes to life,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1,24,English,UK,PG,90000000,190562,2010,4.4,2.35,788,214,207,,
1552,"Big Mommas: Like Father, Like Son",88,113,Action|Comedy|Crime,19671,fbi agent|murder|performing arts school|scene during end credits|undercover,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,47,English,USA,PG-13,32000000,37911876,2011,4.4,2.35,0,433,637,,
449,Alvin and the Chipmunks: Chipwrecked,91,87,Adventure|Animation|Comedy|Family|Fantasy|Music,22838,chipmunk|cruise ship|football ball|overboard|tennis ball,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,56,English,USA,G,75000000,133103929,2011,4.4,1.85,0,61,53,,
4340,The Legend of Hell's Gate: An American Conspiracy,2,108,Action|Adventure|History|Western,583,1800s|doc holliday|robbers|sheriff|texas,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1,14,English,USA,PG-13,2000000,,2011,4.4,,651,1947,868,,
4882,The Frozen,12,95,Horror|Thriller,1488,two word title,http://www.imdb.com/title/tt2363439/?ref_=fn_tt_tt_1,28,English,USA,PG-13,250000,,2012,4.4,,519,2295,2019,,
2483,Black Nativity,40,93,Drama|Family|Music|Musical,1633,based on stage musical|based on the bible|christmas|color in title|nativity,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,17,English,USA,PG,17500000,7017178,2013,4.4,2.35,0,1023,981,,
2442,Getaway,146,90,Action|Crime|Thriller,19586,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,109,English,USA,PG-13,18000000,10494494,2013,4.4,2.35,4000,1004,959,,
3813,Dying of the Light,64,94,Drama|Thriller,6964,cia|individualism|mental illness|religion|revenge,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,47,English,Bahamas,R,5000000,,2014,4.4,2.35,0,1220,77,,
3814,Born of War,8,109,Action|Drama|Thriller|War,237,fight|mina|murder|revenge|terrorist,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,3,English,UK,R,5000000,,2014,4.4,,190,1664,1466,,
3787,Atlas Shrugged: Who Is John Galt?,12,99,Drama|Mystery|Sci-Fi,1900,box office flop|critically bashed|economy|individual versus society|rescue,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,56,English,USA,PG-13,5000000,830210,2014,4.4,,0,1649,503,,
3703,Ouija,183,89,Fantasy|Horror,31915,death of girlfriend|funeral|ghost|ouija|spirit,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,159,English,USA,PG-13,5000000,50820940,2014,4.4,2.35,18000,1604,631,,
508,Top Cat Begins,3,89,Animation|Family,230,,http://www.imdb.com/title/tt4057916/?ref_=fn_tt_tt_1,1,Spanish,Mexico,PG,8000000,,2015,4.4,,138,263,250,,
1352,Paul Blart: Mall Cop 2,76,94,Action|Comedy|Crime,23473,character name in title|no opening credits|sequel|wilhelm scream,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123,English,USA,PG,30000000,71038190,2015,4.4,1.85,8000,445,557,,
2576,Meteor,42,108,Action|Drama|Sci-Fi|Thriller,5237,asteroid|meteor|nasa|nuclear weapon|satellite,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,90,English,USA,PG,16000000,,1979,4.9,2.35,392,1069,270,,
1337,Superman III,95,125,Action|Comedy|Sci-Fi,49934,computer|high school|kryptonite|smallville|villain,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,224,English,UK,PG,39000000,60000000,1983,4.9,2.35,0,421,395,,
3710,Freddy's Dead: The Final Nightmare,91,93,Comedy|Fantasy|Horror|Thriller,30765,dark comedy|dream|freddy krueger|nightmare|serial murder,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,252,English,USA,R,8500000,34872293,1991,4.9,1.85,963,841,2,,
3740,Halloween: The Curse of Michael Myers,123,93,Horror|Thriller,20815,halloween|michael myers|nudity|returning character with different actor|slasher flick,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,335,English,USA,R,5000000,15126948,1995,4.9,1.85,0,1624,813,,
3394,The Pallbearer,18,98,Comedy|Romance,6124,bachelor party|directorial debut|funeral|pallbearer|wedding,http://www.imdb.com/title/tt0117283/?ref_=fn_tt_tt_1,55,English,USA,PG-13,8000000,,1996,4.9,1.85,125,58,442,,
1124,The Phantom,60,100,Action|Adventure|Comedy|Fantasy,27648,ghost|new york city|phantom|skull|superhero,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,148,English,Australia,PG,45000000,17300889,1996,4.9,2.35,0,514,155,,
1135,Shadow Conspiracy,24,103,Action|Thriller,3803,american president|assassin|conspiracy|president|white house,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,41,English,USA,R,45000000,2154540,1997,4.9,2.35,68,517,468,,
814,Holy Man,56,114,Comedy|Drama,16260,1990s|evangelist|professional rivalry|swimming pool|televangelist,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,88,English,USA,PG,60000000,12065985,1998,4.9,2.35,296,392,366,,
776,My Favorite Martian,49,94,Comedy|Family|Sci-Fi,10883,alien|hidden camera|martian|reporter|spaceship,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,73,English,USA,PG,65000000,36830057,1999,4.9,1.85,448,372,353,,
2680,Eye of the Beholder,88,109,Drama|Mystery|Thriller,13320,chicago illinois|false identity|femme fatale|new york city|spying,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,415,English,Canada,R,15000000,16459004,1999,4.9,2.35,327,1115,1045,,
466,The Haunting,167,113,Fantasy|Horror|Mystery|Thriller,58184,greenhouse|haunted house|horror movie remake|mansion|old house,http://www.imdb.com/title/tt0171363/?ref_=fn_tt_tt_1,805,English,USA,PG-13,80000000,91188905,1999,4.9,2.35,0,156,23,,
2851,Snow Day,42,89,Adventure|Comedy|Family,9285,meteorologist|snow|snowed in|snowplow|weather,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,91,English,USA,PG,13000000,60008303,2000,4.9,1.85,0,941,1107,,
1775,Dracula 2000,122,99,Action|Fantasy|Horror|Thriller,27378,dracula|gothic|painting|rescue|van helsing,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,365,English,USA,R,28000000,33000377,2000,4.9,2.35,0,480,70,,
3290,Down to You,64,91,Comedy|Drama|Romance,12324,artist|cake|college|new york city|student,http://www.imdb.com/title/tt0186975/?ref_=fn_tt_tt_1,173,English,USA,PG-13,9000000,20035310,2000,4.9,1.85,580,1401,170,,
3682,Harvard Man,27,99,Comedy|Crime|Drama|Romance|Thriller,3754,basketball|cheerleader|college|harvard|philosophy,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,69,English,USA,R,5500000,56007,2001,4.9,2.35,113,1591,222,,
1993,Say It Isn't So,87,95,Comedy|Romance,11375,bestiality|brother sister incest|fisting|hit on the head with a pipe|wedding,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,91,English,USA,R,25000000,5516708,2001,4.9,1.85,295,685,680,,
1788,Ghosts of Mars,156,98,Action|Horror|Sci-Fi,43006,head on a stake|machine gun|martian|nuclear reactor|outer space,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,460,English,USA,R,28000000,8434601,2001,4.9,2.35,0,469,36,,
2509,Summer Catch,50,108,Comedy|Drama|Romance|Sport,12993,baseball|baseball player|night|rivalry|summer,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,107,English,USA,PG-13,34000000,19693891,2001,4.9,1.85,476,621,364,,
1983,Abandon,72,99,Drama|Music|Mystery|Romance|Thriller,7909,college|detective|disappearance|police detective|thesis,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,157,English,USA,PG-13,25000000,10719367,2002,4.9,2.35,261,452,42,,
2709,Boat Trip,63,97,Comedy,26598,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,132,English,USA,R,20000000,8586376,2002,4.9,1.85,1000,1132,69,,
428,Scooby-Doo,138,86,Adventure|Comedy|Mystery,71424,amusement park|island|motorcycle|scooby doo|tough girl,http://www.imdb.com/title/tt0267913/?ref_=fn_tt_tt_1,521,English,USA,PG,84000000,153288182,2002,4.9,1.85,0,154,222,,
3472,Darkness Falls,140,96,Horror|Mystery|Thriller,25870,boy|darkness|light|tooth|tooth fairy,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,369,English,USA,PG-13,11000000,32131483,2003,4.9,2.35,2000,89,1335,,
375,The Haunted Mansion,122,88,Comedy|Family|Fantasy|Horror|Mystery,32049,arachnophobia|crystal ball|ghost|haunted house|thunderstorm,http://www.imdb.com/title/tt0338094/?ref_=fn_tt_tt_1,179,English,USA,PG,90000000,75817994,2003,4.9,2.35,988,98,199,,
1746,Seed of Chucky,148,88,Comedy|Fantasy|Horror|Thriller,28632,actress|killer doll|murder|vixen|vomiting,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,214,English,Romania,R,12000000,17016190,2004,4.9,1.85,0,757,252,,
1031,The Big Bounce,75,88,Comedy|Crime,15880,breasts|consensual sex|female nudity|judge|surfer,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,93,English,USA,PG-13,50000000,6471394,2004,4.9,2.35,288,479,131,,
1878,Scooby-Doo 2: Monsters Unleashed,94,93,Adventure|Comedy|Family|Fantasy|Horror|Mystery,33180,ghost|masked villain|monster|museum|tv,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,149,English,USA,PG,80000000,84185387,2004,4.9,1.85,567,154,222,,
2752,Dungeons & Dragons: Wrath of the Dragon God,26,105,Action|Adventure|Fantasy,5018,combat|helmet|martial arts|medieval times|violence,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,108,English,Germany,Not Rated,15000000,,2005,4.9,1.78,473,1160,1070,,
926,Deck the Halls,71,93,Comedy|Family,15740,christmas|december|holiday|massachusetts|neighbor,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,110,English,USA,PG,,35092918,2006,4.9,1.85,1000,433,92,,
4330,No Man's Land: The Rise of Reeker,21,88,Horror|Thriller,2701,death|desert|robber|sheriff|waitress,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,31,English,USA,R,2000000,,2008,4.9,1.78,153,1942,1708,,
2560,The Women,124,114,Comedy|Drama,16582,beauty salon|divorce|fashion|new york|perfume,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,125,English,USA,PG-13,16500000,26896744,2008,4.9,1.85,0,1060,97,,
803,Meet Dave,127,90,Adventure|Comedy|Family|Romance|Sci-Fi,31640,alien|mutiny|orb|planet|spaceship,http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1,109,English,USA,PG,60000000,11802056,2008,4.9,1.85,791,355,364,,
2646,Halloween II,220,119,Horror,36372,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491,English,USA,R,15000000,33386128,2009,4.9,1.85,3000,1097,804,,
2237,Shorts,103,89,Comedy|Family|Fantasy,5332,boy|family relationships|rock|twin|two headed person,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37,English,USA,PG,40000000,20916309,2009,4.9,1.85,431,423,56,,
772,Year One,170,100,Adventure|Comedy,76770,abraham|hunter|princess|sodom|tribe,http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,203,English,USA,PG-13,60000000,43337279,2009,4.9,1.85,0,370,352,,
4183,Halloween II,220,119,Horror,36372,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491,English,USA,R,15000000,33386128,2009,4.9,1.85,3000,1097,804,,
2791,Our Family Wedding,71,103,Comedy|Romance,5721,california|love|marriage|wedding|wedding dress,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20,English,USA,PG-13,14000000,20246959,2010,4.9,2.35,1000,1173,726,,
1728,Animals United,36,93,Animation|Comedy|Family,4599,animal|crane the bird|dam|hoover dam|shark,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,44,German,Germany,PG,,,2010,4.9,2.39,885,747,52,,
632,The Twilight Saga: Eclipse,293,124,Adventure|Drama|Fantasy|Romance,184637,friendship|graduation|revenge|vampire|werewolf,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,498,English,USA,PG-13,68000000,300523113,2010,4.9,2.35,29000,312,84,,
259,Gulliver's Travels,184,85,Adventure|Comedy|Family|Fantasy,53160,bermuda triangle|box office hit|shipwrecked|travel|travel writer,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1,121,English,USA,PG,112000000,42776259,2010,4.9,2.35,0,47,143,203,225
2506,Lottery Ticket,62,99,Comedy,7991,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,30,English,USA,PG-13,,24708699,2010,4.9,2.35,0,1030,637,,
2041,I Don't Know How She Does It,169,89,Comedy|Romance,16437,black comedy|delivery boy|dinner|gym|punishment,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,68,English,USA,PG-13,24000000,9639242,2011,4.9,1.85,0,861,496,,
1529,The Darkest Hour,195,89,Action|Adventure|Horror|Sci-Fi|Thriller,49312,alien|aurora borealis|critically bashed|killing an animal|nightclub,http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1,211,English,USA,PG-13,30000000,21426805,2011,4.9,2.35,0,662,293,,
2321,The Cold Light of Day,119,93,Action|Thriller,28629,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113,English,USA,PG-13,20000000,3749061,2012,4.9,2.35,0,962,11,,
198,After Earth,349,100,Action|Adventure|Sci-Fi,158720,box office flop|father son team|fear|race against time|real life father and son playing father and son,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,744,English,USA,PG-13,130000000,60522097,2013,4.9,2.35,37000,94,15,163,175
4532,The Sleepwalker,16,91,Drama,512,female nudity|male nudity|male rear nudity|nudity,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,2,English,Norway,Not Rated,1100000,,2014,4.9,2.35,234,2067,1806,,
2166,Tammy,148,100,Comedy,35965,alcoholic|grandmother|highway travel|niagara falls|on the road,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144,English,USA,R,20000000,84518155,2014,4.9,1.85,11000,755,283,,
4147,Close Range,28,80,Action|Crime,2425,corrupt sheriff|drug cartel|flash drive|niece|sheriff,http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1,31,English,USA,,3000000,,2015,4.9,,968,1836,1608,,
