SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE
419575,0,Revolving loans,F,N,N,0,121500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,0.035792000000000004
301338,0,Cash loans,F,N,N,0,90000.0,450000.0,21888.0,450000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.020713
188842,0,Revolving loans,F,N,N,0,157500.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792000000000004
355142,0,Revolving loans,F,Y,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392
238349,0,Cash loans,F,N,Y,0,90000.0,177903.0,8685.0,148500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018634
113119,0,Cash loans,F,N,Y,0,157500.0,1107981.0,32395.5,967500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010276
433616,0,Cash loans,F,N,Y,2,157500.0,1286514.0,42646.5,1053000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.006629
265962,0,Cash loans,F,N,Y,2,171000.0,269550.0,14112.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.072508
258119,0,Cash loans,M,Y,N,0,157500.0,862560.0,25348.5,720000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.072508
202330,0,Cash loans,M,N,Y,0,157500.0,225000.0,17905.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029
378576,0,Cash loans,F,N,N,0,112500.0,738000.0,24390.0,738000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.031329
344877,0,Cash loans,F,N,Y,0,76500.0,143419.5,10327.5,130500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329
409951,0,Cash loans,F,N,Y,4,162000.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.016612000000000002
143408,1,Cash loans,F,N,N,1,67500.0,281916.0,13842.0,184500.0,"Spouse, partner",Working,Secondary / secondary special,Married,With parents,0.019101
186533,0,Cash loans,M,N,N,1,148500.0,854352.0,24615.0,612000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004
272430,0,Cash loans,F,N,Y,1,112500.0,378000.0,18513.0,378000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164
254730,1,Cash loans,F,N,N,0,175500.0,328405.5,18981.0,283500.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.035792000000000004
119954,0,Cash loans,F,N,N,0,180000.0,781920.0,42417.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508
353453,0,Cash loans,F,N,Y,0,315000.0,291384.0,20407.5,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.011703
318735,0,Cash loans,F,N,Y,0,54000.0,566055.0,16353.0,472500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010966
159761,0,Cash loans,M,Y,N,0,180000.0,1078200.0,31522.5,900000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.02461
134445,0,Revolving loans,F,N,Y,0,202500.0,270000.0,13500.0,270000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018029
124967,0,Cash loans,F,N,N,0,135000.0,781920.0,25969.5,675000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004
245086,1,Cash loans,F,N,Y,0,157500.0,545040.0,26640.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010032
239894,0,Cash loans,F,Y,Y,0,135000.0,270000.0,10003.5,270000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.028663
206962,1,Cash loans,M,N,N,1,180000.0,1006920.0,38484.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464
224569,0,Cash loans,F,N,Y,0,202500.0,808650.0,23773.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.030755
362690,0,Cash loans,F,N,Y,1,360000.0,622188.0,26154.0,472500.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.018801
146414,0,Cash loans,M,Y,N,1,135000.0,450000.0,41274.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634
296065,1,Cash loans,F,N,N,1,202500.0,1288350.0,41692.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792000000000004
410580,0,Cash loans,F,N,N,0,157500.0,864441.0,52884.0,801000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.008473999999999999
222839,0,Cash loans,M,N,Y,0,67500.0,381528.0,13833.0,315000.0,Family,Pensioner,Higher education,Single / not married,House / apartment,0.00496
389499,0,Cash loans,F,N,Y,0,60300.0,305955.0,21424.5,283500.0,Family,Pensioner,Lower secondary,Married,House / apartment,0.018029
432390,0,Cash loans,F,N,Y,0,175500.0,1032133.5,33673.5,891000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.007273999999999998
338284,0,Cash loans,M,N,Y,0,157500.0,490536.0,18621.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625
273930,0,Revolving loans,M,Y,Y,2,135000.0,405000.0,20250.0,405000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164
385752,0,Cash loans,F,Y,N,1,135000.0,284400.0,18643.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101
298741,0,Cash loans,M,Y,Y,0,157500.0,332946.0,18189.0,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004
415410,0,Cash loans,M,N,N,3,166500.0,598486.5,21627.0,454500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.072508
329212,0,Cash loans,M,Y,Y,0,225000.0,1097491.5,46629.0,931500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004
438623,0,Cash loans,F,N,N,0,225000.0,595453.5,30532.5,445500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.032561
141996,0,Cash loans,F,Y,Y,2,247500.0,1125000.0,47794.5,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0228
388434,0,Cash loans,F,N,N,2,225000.0,1125000.0,33025.5,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.04622
240406,0,Cash loans,F,Y,Y,0,121500.0,846000.0,29970.0,846000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663
395666,0,Cash loans,F,N,N,0,112500.0,283419.0,16398.0,234000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004
425474,0,Cash loans,F,N,Y,1,157500.0,276277.5,22279.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003122
236716,0,Cash loans,M,Y,Y,0,202500.0,1078200.0,38200.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.032561
385161,0,Cash loans,M,N,N,2,675000.0,1993500.0,184477.5,1993500.0,Family,State servant,Higher education,Married,House / apartment,0.003069
249273,0,Cash loans,F,Y,Y,1,112500.0,252000.0,20038.5,252000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018209
249417,0,Cash loans,F,N,Y,0,99000.0,298512.0,17266.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246
453830,0,Cash loans,F,N,Y,0,130500.0,112500.0,10701.0,112500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663
366639,0,Cash loans,F,N,Y,0,247500.0,316125.0,20709.0,261000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.010032
444983,0,Cash loans,M,N,N,0,310500.0,781920.0,23836.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.008019
163432,0,Cash loans,M,Y,Y,2,211500.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634
186561,0,Cash loans,F,Y,N,0,72000.0,714154.5,31585.5,616500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801
222033,0,Cash loans,F,Y,Y,0,225000.0,276277.5,11835.0,238500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329
278573,0,Cash loans,F,N,N,0,121500.0,916470.0,26928.0,765000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461
318726,0,Cash loans,M,Y,Y,0,270000.0,840951.0,33480.0,679500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.04622
188075,0,Cash loans,M,N,N,1,360000.0,755190.0,38686.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.032561
315185,0,Revolving loans,F,N,Y,0,315000.0,810000.0,40500.0,810000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.072508
444953,0,Cash loans,F,N,N,0,135000.0,450000.0,21888.0,450000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.018029
359325,0,Cash loans,F,N,Y,0,112500.0,276277.5,11835.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.009549
153737,0,Cash loans,F,Y,N,6,112500.0,942300.0,30528.0,675000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.019689
133182,0,Cash loans,M,N,Y,0,112500.0,640080.0,24259.5,450000.0,Family,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.020246
373322,0,Cash loans,M,N,N,1,157500.0,545040.0,25537.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.006296
249859,0,Cash loans,M,Y,N,0,180000.0,675000.0,25839.0,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.026392
155264,0,Cash loans,F,Y,N,0,270000.0,900000.0,38133.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00963
414447,0,Cash loans,F,N,N,0,130500.0,239850.0,22324.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008865999999999999
448865,0,Cash loans,F,N,Y,0,90000.0,454500.0,15151.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209
437055,0,Cash loans,F,N,Y,0,225000.0,1097491.5,45423.0,931500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622
363269,0,Cash loans,F,Y,Y,0,292500.0,863226.0,44203.5,697500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.035792000000000004
206480,0,Cash loans,F,N,Y,0,202500.0,1185120.0,39298.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.04622
101966,0,Cash loans,F,N,N,0,112500.0,180000.0,17662.5,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.009334
318129,0,Cash loans,F,N,Y,0,81000.0,182983.5,13810.5,166500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010556
445442,0,Cash loans,F,Y,Y,0,90000.0,260640.0,26838.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246
452980,0,Cash loans,F,N,Y,0,171000.0,215640.0,9625.5,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755
261632,0,Cash loans,M,N,Y,0,180000.0,260568.0,25123.5,247500.0,Family,Working,Higher education,Civil marriage,House / apartment,0.020246
416067,1,Cash loans,F,N,Y,1,157500.0,651600.0,33399.0,562500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689
363802,0,Cash loans,F,N,Y,0,135000.0,285453.0,15484.5,193500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.010276
222290,0,Cash loans,F,Y,Y,0,54000.0,198666.0,19480.5,175500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010556
174330,0,Cash loans,M,N,Y,0,99000.0,755190.0,36459.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010276
145854,0,Cash loans,F,N,Y,0,337500.0,495216.0,34596.0,427500.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.032561
176598,0,Cash loans,F,N,Y,0,189000.0,497520.0,33376.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010032
414414,1,Cash loans,M,Y,Y,0,90000.0,152820.0,17370.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164
302232,0,Cash loans,M,Y,Y,0,202500.0,639387.0,34816.5,508500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.004849
178818,0,Cash loans,F,Y,N,0,103500.0,675000.0,32602.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004
328172,0,Cash loans,F,N,N,0,256500.0,360000.0,17316.0,360000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.011657
444676,0,Cash loans,F,N,N,0,157500.0,497520.0,33246.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508
175335,0,Cash loans,M,Y,N,0,450000.0,490536.0,25528.5,405000.0,Unaccompanied,Working,Incomplete higher,Married,Municipal apartment,0.072508
260886,0,Cash loans,F,N,N,0,112500.0,508495.5,22396.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.001333
235250,0,Cash loans,F,N,Y,0,135000.0,364230.0,24210.0,337500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.072508
124922,0,Cash loans,F,N,Y,0,157500.0,188685.0,17433.0,157500.0,Unaccompanied,Commercial associate,Higher education,Married,Office apartment,0.019101
137540,0,Cash loans,F,N,Y,0,315000.0,757597.5,44424.0,702000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.025164
283163,0,Cash loans,F,Y,Y,0,450000.0,1493086.5,52029.0,1363500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002
381271,0,Cash loans,F,N,Y,0,675000.0,808650.0,22234.5,675000.0,Unaccompanied,Pensioner,Higher education,Single / not married,Office apartment,0.008019
135226,0,Cash loans,M,N,Y,1,157500.0,302206.5,15561.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885
154172,0,Cash loans,M,N,Y,1,117000.0,257391.0,20340.0,238500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00733
142390,0,Cash loans,F,N,Y,0,157500.0,755190.0,38686.5,675000.0,Unaccompanied,State servant,Incomplete higher,Civil marriage,House / apartment,0.019689
352461,0,Cash loans,F,N,N,0,99000.0,254700.0,16582.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.004849
296274,0,Cash loans,F,Y,N,2,103500.0,238500.0,17280.0,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228
211238,0,Cash loans,M,N,N,0,67500.0,315000.0,11875.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.009549
256458,0,Cash loans,F,N,Y,0,112500.0,284400.0,18643.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00702
103677,0,Cash loans,F,N,Y,2,202500.0,1451047.5,60012.0,1354500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147
179289,0,Cash loans,F,Y,Y,3,180000.0,700830.0,27283.5,585000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164
378898,0,Cash loans,F,N,Y,0,45000.0,158301.0,15786.0,148500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.031329
222074,0,Cash loans,F,N,N,0,112500.0,557005.5,20772.0,423000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004
407360,0,Cash loans,F,Y,N,0,112500.0,354276.0,20466.0,292500.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885
331410,0,Revolving loans,F,N,Y,0,292500.0,225000.0,11250.0,225000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.0228
419761,1,Cash loans,F,Y,Y,0,130500.0,509400.0,40243.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663
173356,0,Cash loans,F,N,Y,0,202500.0,189621.0,9252.0,144000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018634
383398,0,Revolving loans,M,Y,Y,1,256500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622
218639,0,Cash loans,F,N,Y,0,202500.0,781920.0,34573.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018801
146351,0,Cash loans,M,N,Y,0,106096.5,593460.0,25830.0,540000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164
195929,0,Revolving loans,M,N,N,1,157500.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00702
340247,0,Cash loans,M,N,Y,0,427500.0,521280.0,23089.5,450000.0,Family,Commercial associate,Higher education,Civil marriage,House / apartment,0.04622
109245,0,Revolving loans,M,Y,Y,2,180000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,Office apartment,0.003813
403840,0,Cash loans,F,N,Y,1,99000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.007120000000000001
451659,0,Cash loans,M,Y,N,1,540000.0,755190.0,34992.0,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.006305
362811,0,Cash loans,M,N,N,0,234000.0,971280.0,51745.5,900000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.028663
289053,0,Cash loans,F,Y,Y,1,90000.0,1506816.0,47443.5,1350000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006629
318593,1,Cash loans,F,N,Y,0,81000.0,619965.0,20128.5,517500.0,Unaccompanied,Pensioner,Lower secondary,Civil marriage,House / apartment,0.019689
443900,0,Cash loans,F,N,Y,0,135000.0,539100.0,23143.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622
148827,0,Cash loans,F,N,Y,3,90000.0,227520.0,13189.5,180000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.00733
179593,0,Cash loans,M,Y,Y,0,157500.0,229500.0,11160.0,229500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.019101
391199,0,Cash loans,F,N,N,0,180000.0,247275.0,19264.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.032561
168600,0,Cash loans,M,Y,N,2,126000.0,140166.0,11137.5,117000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164
183023,0,Cash loans,F,Y,Y,0,112500.0,338832.0,17428.5,292500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.010966
392387,0,Cash loans,F,N,N,0,135000.0,202500.0,16366.5,202500.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,Municipal apartment,0.011703
208694,0,Cash loans,F,N,Y,0,90000.0,325908.0,16636.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018801
311132,0,Cash loans,M,N,N,0,157500.0,532494.0,34159.5,454500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625
238579,0,Cash loans,F,N,Y,0,126000.0,269550.0,18364.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392
126383,0,Cash loans,F,N,Y,0,90000.0,513531.0,24835.5,459000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.01885
319640,0,Cash loans,F,N,Y,0,225000.0,490495.5,26131.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164
129136,0,Cash loans,M,N,N,0,90000.0,225000.0,10620.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.009334
149408,0,Cash loans,F,N,N,0,90000.0,314055.0,16164.0,238500.0,Other_B,Student,Secondary / secondary special,Married,Office apartment,0.032561
100077,0,Cash loans,M,N,Y,0,180000.0,1256400.0,40657.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508
345598,0,Cash loans,M,N,Y,0,171000.0,1555690.5,42781.5,1390500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634
124972,0,Cash loans,M,N,Y,0,126000.0,157500.0,16137.0,157500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.035792000000000004
213683,0,Cash loans,M,Y,Y,0,157500.0,405000.0,17968.5,405000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885
385827,0,Cash loans,F,N,Y,0,135000.0,284400.0,16456.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.019101
182806,0,Cash loans,F,N,N,2,180000.0,508495.5,19498.5,454500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018634
288725,0,Cash loans,F,N,Y,2,157500.0,810000.0,44073.0,810000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.010556
405734,0,Cash loans,M,N,N,0,202500.0,284400.0,14854.5,225000.0,Family,Working,Higher education,Single / not married,House / apartment,0.00733
358056,0,Cash loans,M,Y,N,1,315000.0,1530000.0,79353.0,1530000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.072508
443914,0,Cash loans,F,N,Y,0,90000.0,1350000.0,37255.5,1350000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.010556
371319,0,Cash loans,M,Y,Y,0,270000.0,1511568.0,44325.0,1183500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.032561
334939,0,Cash loans,F,N,Y,0,90000.0,270000.0,10309.5,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010147
301833,0,Cash loans,M,Y,Y,0,225000.0,126000.0,13369.5,126000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.014519999999999996
302534,0,Cash loans,F,N,Y,0,112500.0,269550.0,19300.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.006670999999999999
399461,0,Cash loans,M,Y,Y,2,216000.0,1032219.0,43861.5,949500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643
145170,0,Revolving loans,F,N,N,0,69750.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556
263533,0,Cash loans,F,N,N,0,135000.0,497520.0,48595.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885
223091,0,Cash loans,F,N,Y,0,202500.0,260640.0,27369.0,225000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622
209767,0,Cash loans,F,N,Y,0,90900.0,152820.0,8662.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801
319749,0,Cash loans,M,Y,N,1,135000.0,305221.5,24246.0,252000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.003813
247952,0,Cash loans,F,Y,Y,1,157500.0,1175314.5,42345.0,1053000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.007305
107688,0,Cash loans,F,Y,Y,0,81000.0,135000.0,8991.0,135000.0,Unaccompanied,Working,Higher education,Single / not married,With parents,0.020246
116518,0,Cash loans,M,N,Y,1,180000.0,2013840.0,55507.5,1800000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029
185148,0,Cash loans,M,Y,Y,0,112500.0,1125000.0,33025.5,1125000.0,Unaccompanied,Working,Higher education,Married,Rented apartment,0.011703
419606,1,Cash loans,F,N,Y,0,157500.0,1193580.0,35028.0,855000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Rented apartment,0.007305
218547,0,Cash loans,M,N,N,1,225000.0,284256.0,33862.5,270000.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.031329
408899,0,Cash loans,F,N,Y,0,157500.0,1223010.0,48501.0,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Rented apartment,0.032561
321127,1,Cash loans,M,Y,N,1,360000.0,630000.0,30307.5,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010276
112447,0,Cash loans,M,Y,Y,0,157500.0,545040.0,26509.5,450000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,With parents,0.030755
339415,0,Cash loans,M,Y,Y,1,112500.0,640080.0,31261.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.006852
262436,0,Cash loans,F,N,N,0,112500.0,592560.0,35806.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018029
374180,0,Cash loans,M,N,Y,0,225000.0,1113399.0,47304.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.022625
372220,0,Cash loans,F,N,N,0,90000.0,188460.0,12748.5,135000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.020246
357117,0,Revolving loans,F,N,N,0,157500.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.010006
180446,0,Revolving loans,F,N,Y,0,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Incomplete higher,Separated,House / apartment,0.022625
388868,0,Cash loans,F,Y,N,0,211500.0,900000.0,35824.5,900000.0,Unaccompanied,Pensioner,Higher education,Married,With parents,0.003069
371921,0,Cash loans,F,N,N,0,310248.0,640080.0,20097.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.003069
125948,0,Cash loans,F,N,Y,0,180000.0,582804.0,29884.5,463500.0,Other_B,State servant,Secondary / secondary special,Single / not married,Office apartment,0.006629
294023,0,Cash loans,F,N,Y,0,108000.0,500211.0,27283.5,463500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.026392
110061,0,Cash loans,M,N,N,0,157500.0,1354500.0,37246.5,1354500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392
145386,0,Cash loans,F,Y,Y,0,180000.0,679500.0,28917.0,679500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.019101
278491,0,Cash loans,F,N,N,1,58500.0,161730.0,11632.5,135000.0,Family,Working,Higher education,Married,With parents,0.035792000000000004
144868,0,Cash loans,M,Y,Y,1,270000.0,296280.0,19930.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.018634
201682,0,Cash loans,F,N,Y,0,157500.0,450000.0,25834.5,450000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.026392
149249,0,Cash loans,M,Y,N,2,157500.0,326439.0,16006.5,229500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.01885
