actor_1_id,actor_1_name,actor_1_facebook_likes
1534,Hattie McDaniel,503
675,Craig Ferguson,759
1129,Sean Young,759
865,Diedrich Bader,759
698,Dick Clark,504
1622,Spencer Tracy,760
149,Sean Hayes,760
105,Chris Evans,11000
114,Daniel Radcliffe,11000
173,Jon Lovitz,11000
3,Christoph Waltz,11000
204,Anne Hathaway,11000
61,Angelina Jolie Pitt,11000
1714,Melissa Bolona,11000
337,Zooey Deschanel,11000
43,Harrison Ford,11000
131,Morgan Freeman,11000
745,Woody Allen,11000
197,Adam Sandler,11000
73,Matthew McConaughey,11000
721,Harold Ramis,11000
856,Sam Claflin,11000
76,Brad Pitt,11000
978,Jason Momoa,11000
210,Meryl Streep,11000
183,James Franco,11000
2040,William Katt,505
1342,Jonathan Brandis,761
1730,Christian Keyes,761
2003,Purva Bedi,250
1422,John Saxon,506
658,Antony Starr,506
1526,Ed Speleers,762
1682,Henry Silva,251
1535,Tom Cullen,507
1529,Lily Rabe,763
2096,Julianne Gabert,252
862,Richard Lawson,508
1259,Tyler Mane,764
1575,Burl Ives,253
1701,Mackenzie Gray,253
1266,Noah Taylor,509
309,Maura Tierney,509
1655,Jessica Tandy,509
2025,Dan Futterman,254
1525,Doug Brochu,254
1426,Richard Cabral,510
357,John Kapelos,510
1061,David Belle,510
106,Colin Salmon,766
243,Olivia Williams,766
1545,John Forsythe,255
1798,Richard Cawthorne,511
995,Aidan Quinn,767
1169,Phoebe Cates,767
